Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
42,Community,Sunday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27946
43,Null,Sunday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27947
44,Null,Sunday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27948
45,Community,Sunday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27949
46,Local,Sunday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27950
203,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27951
231,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27952
251,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27953
252,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27954
253,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27955
254,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27956
255,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27957
256,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27958
261,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27959
304,Limited,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27960
305,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27961
321,Limited,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27962
323,Core,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27963
328,Limited,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27964
330,Limited,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27965
522,Core,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27966
900,LRT,Sunday,600,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27967
901,LRT,Sunday,9978,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27968
902,LRT,Sunday,4979,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27969
903,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27970
920,Null,Sunday,0,2013/03/01 08:00:00+00,2013/03/01 08:00:00+00,27971
10,Local,Weekday,1197,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27972
11,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27973
12,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27974
13,Community,Weekday,175,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27975
14,Community,Weekday,195,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27976
15,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27977
16,Community,Weekday,178,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27978
17,Community,Weekday,63,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27979
18,Community,Weekday,192,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27980
19,Community,Weekday,234,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27981
22,Core,Weekday,15085,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27982
23,Core,Weekday,8449,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27983
25,Core,Weekday,7055,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27984
26,Core,Weekday,3738,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27985
27,Local,Weekday,809,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27986
31,Local,Weekday,872,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27987
32,Community,Weekday,949,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27988
33,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27989
34,Community,Weekday,71,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27990
35,Local,Weekday,1068,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27991
36,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27992
37,Community,Weekday,728,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27993
38,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27994
39,Community,Weekday,406,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27995
40,Local,Weekday,1281,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27996
41,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27997
42,Community,Weekday,283,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27998
43,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,27999
44,Null,Weekday,0,2013/04/01 07:00:00+00,2013/04/01 07:00:00+00,28000
48,Community,Saturday,160,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28001
49,Community,Saturday,131,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28002
51,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28003
52,Local,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28004
53,Local,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28005
54,Local,Saturday,449,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28006
55,Core,Saturday,950,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28007
57,Local,Saturday,841,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28008
58,Local,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28009
51,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28010
59,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28011
60,Core,Saturday,1459,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28012
61,Core,Saturday,698,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28013
62,Core,Saturday,963,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28014
63,Local,Saturday,372,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28015
64,Core,Saturday,1771,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28016
65,Community,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28017
66,Core,Saturday,3284,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28018
67,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28019
68,Core,Saturday,3673,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28020
70,Core,Saturday,3365,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28021
71,Core,Saturday,1134,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28022
72,Core,Saturday,1084,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28023
73,Core,Saturday,927,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28024
76,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28025
77,Core,Saturday,1211,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28026
81,Local,Saturday,80,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28027
82,Local,Saturday,632,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28028
85,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28029
88,Community,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28030
89,Local,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28031
101,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28032
102,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28033
103,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28034
104,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28035
120,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28036
121,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28037
122,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28038
140,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28039
141,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28040
168,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28041
180,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28042
181,Express,Saturday,1664,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28043
182,Express,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28044
200,Other,Saturday,9,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28045
201,Local,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28046
202,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28047
203,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28048
231,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28049
251,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28050
252,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28051
52,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28052
53,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28053
54,Local,Sunday,315,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28054
55,Core,Sunday,699,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28055
57,Local,Sunday,622,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28056
58,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28057
59,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28058
60,Core,Sunday,1191,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28059
61,Core,Sunday,596,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28060
62,Core,Sunday,1084,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28061
63,Local,Sunday,259,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28062
64,Core,Sunday,1314,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28063
65,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28064
66,Core,Sunday,2960,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28065
67,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28066
68,Core,Sunday,2969,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28067
70,Core,Sunday,3243,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28068
71,Core,Sunday,866,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28069
72,Core,Sunday,867,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28070
73,Core,Sunday,671,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28071
76,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28072
77,Core,Sunday,957,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28073
81,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28074
82,Local,Sunday,313,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28075
85,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28076
88,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28077
89,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28078
101,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28079
102,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28080
103,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28081
104,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28082
120,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28083
121,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28084
122,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28085
140,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28086
141,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28087
168,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28088
180,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28089
181,Express,Sunday,1375,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28090
182,Express,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28091
200,Other,Sunday,12,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28092
201,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28093
202,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28094
203,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28095
231,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28096
251,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28097
252,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28098
253,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28099
255,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28100
254,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28101
253,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28102
254,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28103
254,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28104
255,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28105
256,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28106
304,Limited,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28107
305,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28108
321,Limited,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28109
323,Core,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28110
328,Limited,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28111
330,Limited,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28112
522,Core,Saturday,3692,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28113
900,LRT,Saturday,806,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28114
901,LRT,Saturday,13149,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28115
902,LRT,Saturday,7721,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28116
903,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28117
920,Null,Saturday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28118
10,Local,Sunday,958,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28119
11,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28120
12,Null,Sunday,695,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28121
13,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28122
14,Community,Sunday,65,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28123
15,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28124
16,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28125
255,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28126
17,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28127
256,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28128
256,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28129
18,Community,Sunday,13,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28130
261,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28131
261,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28132
19,Community,Sunday,72,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28133
304,Limited,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28134
304,Limited,Weekday,226,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28135
22,Core,Sunday,12176,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28136
305,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28137
305,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28138
23,Core,Sunday,5588,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28139
321,Limited,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28140
321,Limited,Weekday,23,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28141
25,Core,Sunday,3224,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28142
323,Core,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28143
323,Core,Weekday,1930,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28144
26,Core,Sunday,2234,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28145
328,Limited,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28146
328,Limited,Weekday,85,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28147
27,Local,Sunday,330,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28148
330,Limited,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28149
330,Limited,Weekday,221,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28150
31,Local,Sunday,101,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28151
522,Core,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28152
522,Core,Weekday,5874,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28153
32,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28154
900,LRT,Sunday,675,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28155
900,LRT,Weekday,1007,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28156
33,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28157
901,LRT,Sunday,10869,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28158
901,LRT,Weekday,20066,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28159
34,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28160
902,LRT,Sunday,6420,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28161
902,LRT,Weekday,14015,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28162
35,Local,Sunday,536,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28163
903,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28164
920,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28165
36,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28166
920,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28167
10,Local,Saturday,802,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28168
37,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28169
10,Local,Weekday,1236,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28170
11,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28171
38,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28172
11,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28173
12,Null,Saturday,725,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28174
39,Community,Sunday,188,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28175
12,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28176
13,Community,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28177
40,Local,Sunday,161,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28178
13,Community,Weekday,141,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28179
14,Community,Saturday,71,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28180
41,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28181
14,Community,Weekday,182,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28182
15,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28183
42,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28184
15,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28185
16,Community,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28186
43,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28187
16,Community,Weekday,44,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28188
17,Community,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28189
44,Null,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28190
17,Community,Weekday,71,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28191
45,Community,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28192
46,Local,Sunday,0,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28193
47,Local,Sunday,674,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28194
48,Community,Sunday,105,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28195
49,Community,Sunday,76,2013/05/01 07:00:00+00,2013/05/01 07:00:00+00,28196
18,Community,Saturday,12,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28197
19,Community,Saturday,90,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28198
22,Core,Saturday,11513,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28199
23,Core,Saturday,5841,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28200
25,Core,Saturday,3985,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28201
26,Core,Saturday,2479,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28202
27,Local,Saturday,427,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28203
31,Local,Saturday,175,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28204
32,Community,Saturday,328,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28205
33,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28206
34,Community,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28207
35,Local,Saturday,516,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28208
36,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28209
37,Community,Saturday,100,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28210
38,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28211
39,Community,Saturday,226,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28212
40,Local,Saturday,295,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28213
41,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28214
42,Community,Saturday,116,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28215
43,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28216
44,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28217
45,Community,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28218
18,Community,Weekday,111,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28219
46,Local,Saturday,113,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28220
19,Community,Weekday,231,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28221
47,Local,Saturday,485,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28222
22,Core,Weekday,14573,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28223
48,Community,Saturday,180,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28224
23,Core,Weekday,8286,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28225
49,Community,Saturday,134,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28226
25,Core,Weekday,6942,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28227
51,Null,Saturday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28228
26,Core,Weekday,3653,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28229
27,Local,Weekday,799,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28230
31,Local,Weekday,519,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28231
32,Community,Weekday,918,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28232
33,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28233
34,Community,Weekday,72,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28234
35,Local,Weekday,1141,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28235
36,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28236
37,Community,Weekday,475,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28237
38,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28238
39,Community,Weekday,390,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28239
40,Local,Weekday,1047,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28240
41,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28241
42,Community,Weekday,223,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28242
43,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28243
44,Null,Weekday,0,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28244
45,Community,Weekday,160,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28245
46,Local,Weekday,420,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28246
47,Local,Weekday,803,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28247
48,Community,Weekday,374,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28248
49,Community,Weekday,259,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28249
51,Null,Weekday,719,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28250
52,Local,Weekday,413,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28251
53,Local,Weekday,744,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28252
54,Local,Weekday,1164,2013/06/01 07:00:00+00,2013/06/01 07:00:00+00,28253
